temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain,precipitation,windom_max,shortwave_radiation_sum,year,month,day,id
21.2,11.6,16.8,3.4,2.0,10.0,21.6,2022,7,1,"4283f4f2-1358-4468-80f2-ca34911c86df"
21.2,11.6,16.8,3.4,2.0,10.0,21.6,2022,7,1,"5c254560-6091-457b-84b6-cb151cebff05"
23.2,10.8,17.0,0.4,2.0,12.8,24.19,2022,7,2,"7c7dd9fe-a891-44c0-bbbf-0ab10478456d"
24.8,12.8,18.3,0.3,3.0,16.2,27.71,2022,7,3,"4e50e197-7e17-48ee-8f6e-887163d03b15"
22.8,11.5,16.9,2.3,5.0,15.5,21.26,2022,7,4,"5d264887-feee-41ba-99ec-b141d6ec98ec"
21.5,11.2,16.3,3.8,4.0,14.3,21.46,2022,7,5,"9e74550e-a80c-42cd-a8a6-bba952cea347"
24.3,11.0,16.8,5.4,4.0,15.7,26.96,2022,7,6,"8f912082-af95-4ebd-a270-630d8a33cc54"
21.0,11.6,16.0,8.7,10.0,12.0,18.72,2022,7,7,"8be818f1-5b37-4e6d-9902-6ec606e0311a"
23.6,11.0,16.6,12.4,10.0,12.6,24.4,2022,7,8,"c3dd818c-39e9-459e-b63b-11f3010d83dc"
23.6,11.6,16.1,6.4,10.0,17.0,22.85,2022,7,9,"bf77a794-d5a4-45be-912f-4b49b8fffbfe"
22.8,12.2,17.2,0.1,1.0,11.3,25.2,2022,7,10,"87b5e1dd-cd56-4cc2-bf17-8f73eebd0810"
23.1,12.0,17.0,0.4,2.0,15.0,21.61,2022,7,11,"af61ee34-04c2-4d1b-94fa-e1715c03a7c7"
25.1,10.5,18.0,0.3,2.0,14.2,25.99,2022,7,12,"a309b394-e017-443a-ace4-8a4b4b2d56f6"
24.0,11.0,17.2,18.7,6.0,8.5,25.55,2022,7,13,"8450f5bc-20af-45de-8a4f-23820a813853"
24.0,13.5,17.4,9.3,9.0,14.3,22.67,2022,7,14,"d599ad0c-7f24-4b6e-a698-69c0cfc5f6ff"
20.7,12.5,16.1,2.3,12.0,12.7,18.01,2022,7,15,"23a53e9e-5068-4452-b825-c399a77043f2"
20.6,12.5,15.9,11.6,9.0,17.4,20.09,2022,7,16,"b241d94e-112b-45e5-9f95-11e95cf9eea6"
19.9,10.7,15.2,7.4,4.0,14.0,21.02,2022,7,17,"833b9b27-f128-4226-8cb2-505817f3fad5"
20.9,12.1,15.4,3.6,1.0,9.2,19.61,2022,7,18,"369a3829-2898-4f53-8e3f-039b92e33a97"
24.1,9.6,16.9,0.0,0.0,19.5,25.26,2022,7,19,"bb738366-6ba9-44ae-9d92-7fb49fca599a"
26.8,12.3,18.4,0.0,0.0,13.2,25.83,2022,7,20,"2ee6aa76-93ad-4947-9b18-8af2b69794ce"
27.6,11.4,18.4,0.0,0.0,22.4,29.48,2022,7,21,"eaecba4f-d77a-49f2-935c-7dab6ac1788b"
26.4,10.2,17.7,0.7,3.0,14.8,26.38,2022,7,22,"24778b9c-651a-4cd1-9131-28557c025e0c"
23.1,10.4,17.0,3.6,8.0,11.9,24.81,2022,7,23,"b5526914-d3cc-4f82-a2db-f05d34238733"
22.5,11.6,16.6,13.6,8.0,11.2,21.87,2022,7,24,"6fafe52c-445f-42f1-8c04-79935ba7cb45"
21.3,12.5,15.9,8.1,9.0,15.1,17.66,2022,7,25,"8a56fcc5-b5a6-4851-a63b-046002df73b1"
23.9,11.5,17.0,0.4,3.0,17.6,26.35,2022,7,26,"415b7c01-6769-4bf8-9514-68d723115325"
21.8,11.1,16.0,4.9,3.0,20.0,21.65,2022,7,27,"8b522c6e-014d-4475-9702-1a954ce17b61"
22.6,10.5,15.9,0.6,5.0,17.8,23.01,2022,7,28,"ef266085-6b15-42c2-a0fd-a6b5963c857d"
20.2,12.3,15.6,10.2,9.0,14.9,17.89,2022,7,29,"e921f0d1-f681-4b4d-9a4b-7f5c93c620cb"
23.5,11.4,16.9,1.7,2.0,11.0,24.87,2022,7,30,"98487ada-3018-458f-bff4-d55f0856e0e3"
21.4,11.6,15.6,5.9,5.0,19.4,23.64,2022,7,31,"df1ec921-a3aa-43d8-92d0-f41cb789a4a4"
20.6,11.7,15.7,0.5,5.0,14.2,17.4,2022,8,1,"03b6600b-fb7c-4b45-8fc5-537e07e48572"
23.5,11.7,16.6,6.8,2.0,12.2,22.23,2022,8,2,"a463a56a-cf52-4d6f-87a3-40a3832fb159"
23.7,10.3,17.1,0.4,3.0,14.0,26.21,2022,8,3,"65c34ae7-62f7-4620-a718-09277e40cc82"
24.6,10.7,17.3,0.4,4.0,17.5,26.45,2022,8,4,"9f784a51-9afe-46e3-b28e-fd8ff8de6873"
26.0,10.7,18.0,0.0,0.0,17.3,27.61,2022,8,5,"0a74a08b-2c7e-40be-84f2-ade8692facd0"
24.9,12.1,17.9,0.0,0.0,12.8,27.26,2022,8,6,"cb385425-e4b5-4b83-9ade-8c19466585aa"
23.9,12.1,16.3,9.8,6.0,15.6,21.65,2022,8,7,"200a5a69-ea93-4f79-865b-d302144e5b13"
23.1,11.8,15.7,10.6,7.0,18.0,22.04,2022,8,8,"28b3125b-6884-4bd2-8f4d-5a6cd2ceb659"
21.5,10.9,15.5,8.0,9.0,13.0,19.26,2022,8,9,"6fe43ee4-68d2-424b-b4b5-d4ba26a5dc29"
22.1,12.7,16.8,0.8,5.0,13.4,23.31,2022,8,10,"069f9b08-6c77-4a4c-b200-8476bf7dd129"
24.3,11.8,17.4,0.8,5.0,15.4,23.59,2022,8,11,"9bdccd54-ec0c-4163-9df7-077afa711033"
25.1,12.8,17.0,5.3,11.0,22.4,22.78,2022,8,12,"fa969573-9e4f-491a-aaff-aa6ba85c2520"
21.0,13.1,16.3,15.1,6.0,15.3,19.27,2022,8,13,"675003e9-f167-41bf-93e9-d2ba22f380f3"
20.0,11.6,15.5,0.3,2.0,19.5,18.75,2022,8,14,"324a0426-63ea-4f90-a583-877aff2ffca4"
20.8,10.3,15.8,1.7,2.0,24.4,19.68,2022,8,15,"311d3927-b45f-4d0f-969d-95901fc69a08"
21.3,11.8,16.2,0.2,2.0,18.8,18.66,2022,8,16,"faf50c72-7257-4fe7-90e1-73847e6e84b2"
22.9,11.2,16.5,3.2,4.0,9.7,23.45,2022,8,17,"8eb889d1-20ce-4db6-b024-f5cf0c2b3eb4"
21.1,10.5,15.8,6.3,6.0,16.3,21.05,2022,8,18,"fd458694-6f5f-4f8f-bf88-93403c223f5e"
22.2,11.3,16.5,0.1,1.0,18.3,22.07,2022,8,19,"619d30b1-0c04-4f76-a0ed-f190f34cba49"
20.8,11.8,16.2,6.1,7.0,17.3,17.17,2022,8,20,"eebacc30-ae8d-4034-948d-e277c9b3c812"
20.8,12.6,16.2,6.4,12.0,11.7,20.05,2022,8,21,"b787f6e7-3016-427d-9e0f-ef0e1b1fe8aa"
21.1,10.9,16.1,3.6,9.0,14.7,22.59,2022,8,22,"5af2baf3-854e-4f5c-aae7-35a928883071"
21.6,10.4,16.1,0.0,0.0,19.7,23.21,2022,8,23,"fb863a17-823d-4ef0-9911-a85783f02dd0"
24.4,10.7,16.6,2.0,4.0,14.5,24.31,2022,8,24,"653bfc32-f222-476d-ac91-53f9b1f3d066"
25.3,10.4,17.1,1.5,8.0,18.9,26.44,2022,8,25,"007bf74f-bf75-4daa-a3c4-2127e61c07ec"
23.8,11.6,16.4,0.3,2.0,13.7,23.82,2022,8,26,"fc94ed39-c2bf-4e22-b059-45bdaa21f248"
23.8,9.3,16.8,0.6,2.0,12.9,23.2,2022,8,27,"161eaf1f-184b-4b8e-845b-f31ca58baafd"
23.1,11.9,16.7,8.7,7.0,16.7,19.9,2022,8,28,"0a8a4f3c-f939-414b-842e-f44b30bfaed5"
22.3,10.2,15.5,5.3,6.0,16.8,19.3,2022,8,29,"b93c6419-63c8-4806-b28b-24a28e451125"
23.2,10.5,16.6,0.7,2.0,18.9,22.16,2022,8,30,"5776c073-7e06-487d-881b-a8d16cc995a3"
24.4,11.7,17.2,1.6,5.0,13.0,24.39,2022,8,31,"04fac04a-e579-4983-a7de-69fdd093a8fd"
25.5,12.8,17.7,5.5,8.0,17.3,24.83,2022,9,1,"b712fcf8-e976-4a83-9954-241e41ba9264"
25.1,11.9,17.5,3.3,14.0,14.5,24.78,2022,9,2,"e8a09870-be23-4a63-a7be-05f25ec5e2a6"
23.5,11.8,17.1,4.2,7.0,19.8,18.68,2022,9,3,"21d0a3a7-60cb-4783-ac30-759e32f5acaf"
22.2,12.8,16.2,6.0,9.0,15.1,19.81,2022,9,4,"b3c71de1-5585-49b1-a6c6-a37463f4f04a"
20.8,11.3,16.1,0.4,3.0,24.5,17.69,2022,9,5,"96fc3212-6c43-490c-be19-922c2e7e11a4"
22.7,12.1,16.6,8.5,9.0,16.6,19.99,2022,9,6,"20172c03-70ed-4d4f-b4ac-65f7efd89109"
21.7,13.4,16.1,27.5,18.0,13.2,16.8,2022,9,7,"3c6833b5-1a5f-4dcc-9f21-e97ca7385595"
20.8,13.4,16.0,8.7,21.0,16.2,17.51,2022,9,8,"f581c543-2004-44fc-a3d8-9b02844596f1"
22.7,10.5,16.0,0.6,4.0,12.6,26.51,2022,9,9,"593ee86f-17a6-41a1-950a-dcb86a289697"
22.9,8.0,15.7,0.5,1.0,18.3,23.21,2022,9,10,"b69c8530-6e7e-4b39-aaf0-6ab2fbaa4a56"
21.9,12.5,16.2,1.6,9.0,12.4,18.37,2022,9,11,"10c72acc-f524-488f-8436-c5f7334ccf17"
21.1,12.6,16.3,0.5,4.0,13.6,18.9,2022,9,12,"7bb5c45c-8581-468c-8251-2caf79b3050f"
22.2,12.3,16.2,4.7,13.0,14.3,20.49,2022,9,13,"a31366fb-1ef4-4c16-ac5e-f248bb322e4f"
23.4,11.4,16.4,2.5,9.0,13.5,22.24,2022,9,14,"d666ed2a-e521-4619-a479-6bb6359a7f95"
21.7,11.0,15.5,15.3,10.0,11.8,18.74,2022,9,15,"1895f48d-71a3-461f-a3d5-354a6acdf319"
18.9,12.8,14.9,20.0,15.0,11.9,12.11,2022,9,16,"94f62212-8a19-4b7a-8de0-d97b61a36e77"
19.8,12.2,15.3,2.1,12.0,13.2,18.58,2022,9,17,"cc058f65-85b1-4ca2-ac6e-7a89458c4251"
18.7,13.2,15.5,16.5,19.0,8.1,12.98,2022,9,18,"d1bd7d47-b1f4-41d5-a969-609d00b10c5b"
21.1,12.4,15.5,6.5,11.0,16.2,18.74,2022,9,19,"e86efa07-4165-4069-ab17-db86ccd79c66"
19.1,11.5,14.7,0.8,5.0,15.2,21.11,2022,9,20,"66d5ad6f-941a-49b1-babb-329af955899b"
22.7,10.5,15.9,1.1,11.0,13.2,21.54,2022,9,21,"72f0d8b5-d82f-497a-a045-f6fd0ac00a5f"
23.0,11.6,16.3,0.1,1.0,19.5,24.71,2022,9,22,"55f6986a-8f47-42b2-adea-a65b6c9d3211"
21.8,9.8,15.7,0.6,5.0,14.8,21.97,2022,9,23,"64774d11-bdc6-4ff7-ac9c-25b9ac6bbf56"
21.9,12.1,16.0,10.2,8.0,16.4,20.41,2022,9,24,"62f86991-7387-4e9b-a3c4-9af533405dc6"
20.5,13.1,15.8,6.3,12.0,11.9,14.25,2022,9,25,"94328c41-3086-45dc-b0b2-fcf6707f1286"
21.4,11.5,15.6,6.9,10.0,16.5,19.44,2022,9,26,"3e73f091-2291-451f-a31e-b8b9e50ad940"
21.5,12.4,16.1,0.3,3.0,17.3,17.89,2022,9,27,"5c3016e6-84b1-405d-b6a3-3d745221f13a"
21.6,11.4,16.1,1.4,3.0,21.0,19.45,2022,9,28,"98065247-5001-4903-90de-513386fb6d4f"
22.6,8.6,14.5,0.3,2.0,21.2,19.74,2022,9,29,"3618f74d-3a41-4442-a813-01fd3b70b867"
21.0,8.9,14.2,0.0,0.0,13.2,23.66,2022,9,30,"8b07e888-ce0f-4630-a311-3f379b6d14ac"
22.3,7.0,14.2,0.8,2.0,11.2,23.26,2022,10,1,"ed4847fe-c785-4d80-a5fd-5c00306f21b0"
22.3,7.0,14.2,0.8,2.0,11.2,23.26,2022,10,1,"c22daac2-4a69-4084-9621-a8374c3e6d52"
22.6,8.7,14.6,0.0,0.0,20.9,24.55,2022,10,2,"0d6221da-98f6-4ea7-becf-b0c34f0a3753"
21.7,9.5,14.9,0.1,1.0,16.0,22.82,2022,10,3,"21ba6302-2db9-478d-a441-c0b90de23be0"
21.3,10.4,15.7,0.1,1.0,17.8,19.31,2022,10,4,"6180935b-725a-4b2f-a7db-cd2c8a268c49"
20.8,9.3,14.9,2.6,5.0,9.1,17.87,2022,10,5,"da6bebe1-33a3-49ea-b262-ac9aab1c9521"
20.9,11.7,14.9,16.8,17.0,16.4,15.26,2022,10,6,"d6d81caa-5713-44fb-be4a-b1772d55bc7b"
21.0,10.3,14.9,0.7,5.0,11.4,20.67,2022,10,7,"730c2d64-8899-4ad4-aa04-444068d04976"
22.4,10.9,15.7,0.6,4.0,17.9,21.72,2022,10,8,"19552fa6-5156-463f-8720-9d33973e272c"
20.7,10.2,15.0,0.6,5.0,21.3,15.61,2022,10,9,"cf1a5f66-c537-40ce-8451-c862865c3942"
21.7,9.6,14.8,0.4,4.0,20.4,17.09,2022,10,10,"85e18b2c-9dc0-45fd-bc3e-3ef6301d142c"
20.2,10.2,14.7,0.5,4.0,19.0,11.36,2022,10,11,"0af34326-8ddc-47e8-a7a8-45d530918ce0"
24.5,11.2,17.0,0.3,3.0,18.6,19.88,2022,10,12,"eadb3350-4ac8-4de4-9bcd-671926296a38"
24.2,8.8,16.2,0.0,0.0,15.9,25.03,2022,10,13,"e6220da8-5803-4df8-a5f5-c4bf870f8414"
23.9,7.9,15.8,0.0,0.0,11.8,25.33,2022,10,14,"09d657d1-7f99-4e59-b8de-3b90607592d0"
25.0,10.2,16.9,0.0,0.0,12.0,22.96,2022,10,15,"61f78229-c3ac-4485-86ea-979311d694f6"
24.6,11.1,17.1,0.2,2.0,20.6,20.75,2022,10,16,"0ae97225-54ea-4bf1-9ad9-d147e80a5bc1"
25.5,12.3,17.2,7.3,6.0,15.0,18.59,2022,10,17,"be4de59c-69de-49a4-a278-77a4228a7377"
21.5,12.6,15.6,9.4,16.0,13.8,11.87,2022,10,18,"07e06ed5-ce93-4161-9d4b-05c22e7976c3"
19.0,10.0,14.6,1.1,5.0,19.5,12.77,2022,10,19,"123e4535-9ed8-456b-8113-516773161f29"
20.5,7.5,13.7,0.0,0.0,15.5,16.27,2022,10,20,"aa8fa327-85ae-4f9f-8aad-6706e470ca6c"
20.7,10.3,15.0,0.3,2.0,9.2,15.74,2022,10,21,"f2c87e31-37f0-4e82-b4dd-8c4e549d7255"
23.0,11.3,16.3,0.0,0.0,18.4,20.62,2022,10,22,"81a3cf9a-769c-4b96-a0bc-8ece6aa2bb71"
25.3,10.8,17.0,0.8,4.0,16.3,21.79,2022,10,23,"ca309776-7f97-457e-83f6-1cdebd83d198"
26.9,11.8,18.3,0.0,0.0,18.4,21.42,2022,10,24,"2918d135-ff4b-4695-aa99-dcff69ebf851"
26.4,10.6,18.5,0.0,0.0,16.4,21.51,2022,10,25,"865b4a48-1e87-40f2-9b63-aaf502730160"
26.2,12.3,18.7,0.0,0.0,17.9,21.59,2022,10,26,"3a6fc9c2-0952-4519-b705-235ffd4ac538"
24.4,13.1,17.4,1.2,2.0,13.0,18.05,2022,10,27,"a84fffdb-7d4a-4033-ba0f-f2d71c89099a"
27.2,11.7,18.0,0.1,1.0,21.2,20.35,2022,10,28,"5c540e31-1fc5-4d32-b010-7bd64008a098"
24.0,12.5,17.1,0.2,2.0,17.6,16.66,2022,10,29,"15703ba1-f27a-4118-a17d-c0e6f612e11f"
25.1,11.0,17.5,1.0,4.0,11.8,18.93,2022,10,30,"fefad46f-c5fb-45fa-b3d6-f408b951e8d5"
23.7,11.5,16.4,2.4,4.0,18.5,18.22,2022,10,31,"2759738a-7fcb-462b-9cf3-11c0a053bb02"
24.4,11.0,17.1,0.0,0.0,15.1,19.9,2022,11,1,"5a9a9509-a79f-4d15-aae9-17c68f6bd94e"
25.3,10.9,16.9,0.0,0.0,18.9,22.62,2022,11,2,"a04a7392-e9b8-4146-ba97-2d961f6c561e"
22.5,10.9,15.7,0.5,1.0,23.1,17.96,2022,11,3,"88991076-86b9-4fc9-a813-d8dd05bf4ea5"
25.6,9.6,16.8,0.0,0.0,13.3,21.47,2022,11,4,"5dd30cdf-7718-456b-a5cb-58de0f6fbc65"
25.8,9.6,17.2,0.0,0.0,13.0,21.61,2022,11,5,"792469c7-14dc-4025-bea3-dc1c03c6dc58"
25.6,9.4,17.0,0.0,0.0,11.4,21.92,2022,11,6,"747dcca6-d209-4da2-a3c2-5aed44acd13b"
25.9,8.3,17.1,0.0,0.0,15.8,23.39,2022,11,7,"a9b07599-ac12-4809-8604-af4bb995cdcb"
24.7,9.8,16.2,0.0,0.0,18.6,22.06,2022,11,8,"5856d98d-98e5-4f82-893a-1d0271668ff3"
23.7,9.3,15.5,0.0,0.0,27.1,21.24,2022,11,9,"dfa2e371-cbf5-4ecc-a18b-f86c8b335ace"
25.0,7.5,15.6,0.0,0.0,11.8,22.38,2022,11,10,"5102aeed-414f-4474-be99-044c8d3772e1"
25.8,7.5,15.8,0.0,0.0,23.6,22.68,2022,11,11,"e0dc2f2e-0f55-41ed-83e4-4f0081df45c8"
25.3,8.7,16.7,0.1,1.0,19.8,21.46,2022,11,12,"fbd90a79-ab80-4d33-85d2-9972b1bef510"
23.8,9.3,16.4,0.0,0.0,20.0,19.84,2022,11,13,"92dc1def-126b-41c8-b0d0-1f25a6b0a2f8"
25.2,9.4,16.8,0.0,0.0,21.1,22.04,2022,11,14,"b4e09d61-6bd8-4187-89c4-e561c2f8f8c7"
25.1,11.3,17.1,0.0,0.0,16.7,21.0,2022,11,15,"a01401fb-2111-49b5-bde8-66e3c5483622"
23.9,10.0,15.9,0.0,0.0,20.3,20.01,2022,11,16,"48d20f65-ecec-4f0a-a8d7-f2bd6b1801ec"
23.0,8.6,15.9,0.2,1.0,16.2,18.67,2022,11,17,"99f035c1-9df5-484c-a234-517b6ac7684d"
22.4,9.3,15.5,3.0,2.0,17.0,17.61,2022,11,18,"e349344d-54d4-4dd5-8622-a8bc0091c6f6"
23.3,9.4,15.9,0.0,0.0,19.9,17.35,2022,11,19,"04a077fc-5bbe-4a86-9338-c46cf5ebb724"
20.8,11.5,15.1,0.4,4.0,15.4,13.32,2022,11,20,"8813782b-33ba-4b07-bc28-3f5eb3657d6d"
20.3,9.3,14.4,0.4,4.0,23.0,15.96,2022,11,21,"54c68a26-7a77-4a8e-ab71-0e5666f7a671"
21.7,10.9,15.5,0.0,0.0,20.3,17.54,2022,11,22,"8f7fe1f8-1947-410a-ae70-08fd912a4198"
22.4,10.3,15.8,0.0,0.0,19.3,16.67,2022,11,23,"b9810990-c4ef-4a83-8e8c-2148cd563af1"
22.8,9.0,15.7,0.1,1.0,18.0,15.49,2022,11,24,"722f8ca3-bd1e-499c-ae63-25b48214e645"
24.0,9.2,16.0,0.1,1.0,22.0,18.97,2022,11,25,"585391c5-5a7b-480e-8dfa-d75356e3bb2d"
24.1,9.5,16.3,0.1,1.0,20.5,20.42,2022,11,26,"b29fc4fd-8a3d-4657-b4b9-0f00d4190890"
24.3,10.3,16.4,0.8,2.0,15.8,19.08,2022,11,27,"60a8843f-c894-4d3e-8224-0b56d2a1380d"
22.9,8.9,15.5,0.0,0.0,14.9,17.03,2022,11,28,"ef702785-ade7-4dc4-9511-48bb02e7ede7"
22.9,9.0,15.6,0.0,0.0,20.8,15.48,2022,11,29,"c0689678-7368-433a-bcce-1df90cdafa63"
24.9,10.2,17.2,0.0,0.0,13.3,17.87,2022,11,30,"26ca9383-a61d-416e-bd69-870cbdf33343"
22.0,8.6,14.8,0.0,0.0,16.5,18.4,2022,12,1,"f9ac7a00-a949-4d42-bae6-73202565c6ec"
22.0,8.6,14.8,0.0,0.0,16.5,18.4,2022,12,1,"51c2d890-5c81-44c1-8758-26fdbb815b7a"
22.7,8.5,15.0,0.0,0.0,15.6,18.95,2022,12,2,"daaedd36-837e-424b-90d5-63e140e417b3"
24.6,8.6,15.6,0.2,2.0,17.6,17.94,2022,12,3,"182d9213-923a-4fda-9b46-1acb66522cf5"
22.2,8.0,13.9,0.0,0.0,16.3,19.74,2022,12,4,"ba6b4125-98a3-4742-ab03-aeec0091f417"
23.4,8.4,14.9,0.0,0.0,17.4,19.65,2022,12,5,"c09258a0-143b-4ea3-9583-fb696222b1d2"
23.6,8.6,15.7,0.0,0.0,22.3,18.91,2022,12,6,"10b99d56-d0fc-4d89-bc6b-b924c352e101"
25.6,5.7,15.2,0.0,0.0,22.7,21.06,2022,12,7,"75269cb3-9fcb-4f90-a1be-98b18113fce8"
22.4,6.8,13.9,0.0,0.0,17.5,20.31,2022,12,8,"733a6b66-8e9f-43a6-8807-9707d84cc7ca"
21.6,8.7,13.8,0.1,1.0,17.1,18.63,2022,12,9,"2cf9a33a-495c-4c8e-94be-3bedd9698d23"
21.7,6.8,14.1,0.0,0.0,21.0,16.99,2022,12,10,"7c3b16cb-4a30-46ed-8aae-cdc19c07bb86"
23.0,6.4,14.0,0.0,0.0,14.1,20.46,2022,12,11,"92a6b069-2618-46e5-a731-8c1056fc4446"
22.8,5.5,14.3,0.0,0.0,23.7,20.1,2022,12,12,"8dfa9331-a3e4-4424-9e42-b5e6c39412aa"
21.9,7.5,14.2,0.0,0.0,26.8,20.42,2022,12,13,"7d47ce4b-2aca-4952-a775-2e97c51632ab"
22.9,5.2,14.3,0.0,0.0,25.4,20.69,2022,12,14,"dcafd305-97a0-4803-9ba7-51f534be8557"
22.7,6.7,14.1,0.0,0.0,23.9,20.23,2022,12,15,"714d7934-2bb0-4ef2-997c-a361dad00785"
23.4,7.7,14.9,0.0,0.0,23.3,19.71,2022,12,16,"ea634c8b-0ec1-4001-8d76-58b86dc67bec"
22.8,8.0,14.5,0.0,0.0,25.0,19.52,2022,12,17,"4fe06cde-8f77-473a-844f-dd4f03b0f5eb"
22.2,7.1,14.3,0.0,0.0,22.3,18.96,2022,12,18,"e987ab85-dd32-47d5-a04f-84760bbc829b"
22.9,8.2,14.7,0.0,0.0,19.1,19.29,2022,12,19,"27b5ea19-2c03-4853-8ade-b302cda337a2"
22.9,8.5,14.4,0.0,0.0,21.0,18.9,2022,12,20,"0cd78f0d-5804-4244-8f04-150973420fe7"
20.3,6.1,12.8,0.0,0.0,25.5,16.82,2022,12,21,"fd9fa7fc-4f39-4303-83fb-6ee1d6249d3b"
22.8,8.3,14.8,0.0,0.0,21.6,19.05,2022,12,22,"485c3a60-f4be-48c5-a4a5-aa4c75701031"
20.4,9.7,14.4,0.0,0.0,15.9,15.19,2022,12,23,"df8d222b-369e-4839-8f98-c2fafdd6e6e1"
19.2,7.5,13.3,0.0,0.0,22.0,15.65,2022,12,24,"db1d77f0-6ec2-47bc-a8f5-2f7b3761dde3"
17.3,6.3,11.4,5.1,7.0,12.2,14.19,2022,12,25,"dc1de3f0-d7b2-4cd8-b101-7d17aecc2ac7"
18.0,4.0,10.6,0.0,0.0,9.8,18.77,2022,12,26,"039cefa2-7f1d-464c-b672-93c0456fc456"
17.6,5.3,10.8,0.0,0.0,14.6,17.06,2022,12,27,"a0cc8819-a80d-4d36-8d46-e93c9b8a83f6"
19.3,6.2,11.9,0.0,0.0,28.0,19.0,2022,12,28,"46c06442-3289-4d7b-8585-3581ba0eb53c"
19.4,4.6,12.1,0.0,0.0,24.9,16.8,2022,12,29,"b360d77c-89a8-423f-a362-eea291ca0b9c"
